9.550000000000000711e+00,1.000000000000005329e-01,-9.176858398472537148e-01,9.204378326918005726e-04
1.714999999999999858e+01,7.150000000000000355e+00,-8.540971509807078199e-01,5.946162048021491620e-02
2.684999999999999787e+01,1.744999999999999929e+01,-7.880100425061523639e-01,1.310529937975348780e-01
1.914999999999999858e+01,9.599999999999999645e+00,-8.379149190530343905e-01,7.977788798269497272e-02
1.319999999999999929e+01,3.750000000000000000e+00,-8.855544700407285141e-01,3.305185424248441306e-02
1.680000000000000071e+01,7.050000000000000711e+00,-8.574025246172363168e-01,5.842619832594642126e-02
1.617499999999999716e+01,2.974999999999999645e+00,-8.593946768178877260e-01,2.552849392732131628e-02
1.267500000000000071e+01,2.774999999999999467e+00,-8.899664233554882564e-01,2.456538515398931644e-02
2.347499999999999787e+01,1.182499999999999751e+01,-8.048754880893269625e-01,9.372352214468154807e-02
1.857499999999999929e+01,7.574999999999999289e+00,-8.421590903553919372e-01,6.228241033447806663e-02
2.225000000000000000e+01,1.295000000000000107e+01,-8.164066605737519966e-01,1.035883944745749075e-01
2.985000000000000142e+01,7.500000000000000000e+00,-7.579039817980367522e-01,5.296087999877985286e-02
2.267499999999999716e+01,1.047499999999999964e+01,-8.114311855506445292e-01,8.256820661572628062e-02
1.939999999999999858e+01,3.499999999999999112e+00,-8.324996315339756592e-01,2.868508509853229249e-02
2.170000000000000284e+01,1.275000000000000178e+01,-8.215340934946706586e-01,1.016999352409004853e-01
2.607499999999999929e+01,3.750000000000000000e-01,-7.796761372544083191e-01,2.128141815939788017e-03
2.110000000000000142e+01,2.700000000000001066e+00,-8.190185174493319620e-01,2.089148374622318283e-02
3.482500000000000284e+01,1.887500000000000000e+01,-7.306802570464190349e-01,1.300377559476813549e-01
5.382500000000000284e+01,3.512500000000000000e+01,-6.518796237934514348e-01,1.860903917409369446e-01
3.154999999999999716e+01,5.499999999999998224e+00,-7.404846678147112282e-01,3.908280402118963215e-02
3.400000000000000000e+01,2.850000000000001421e+00,-7.232250655324070632e-01,1.917138664608636356e-02
5.192499999999999716e+01,5.574999999999999289e+00,-6.151266965010113719e-01,2.473944059693655717e-02
4.225000000000000000e+01,1.029999999999999893e+01,-6.706052056306397446e-01,6.945055246812364969e-02
3.925000000000000000e+01,1.539999999999999858e+01,-6.974875500978615639e-01,9.938459064536953047e-02
4.170000000000000284e+01,1.709999999999999787e+01,-6.793999659169482896e-01,1.119696287074761210e-01
4.922500000000000142e+01,8.625000000000000000e+00,-6.255576455791254098e-01,5.293592453150558486e-02
2.595000000000000284e+01,3.849999999999999645e+00,-7.819295810291846394e-01,2.846800405762617281e-02
4.510000000000000142e+01,1.980000000000000071e+01,-6.637575572207232710e-01,1.210364880213370964e-01
3.772500000000000142e+01,2.475000000000001421e+00,-7.000216764554922921e-01,1.338215072997422928e-02
2.414999999999999858e+01,1.750000000000000000e+00,-7.934800035521563100e-01,1.372300477870824764e-02
3.525000000000000000e+01,1.014999999999999858e+01,-7.168131327911911876e-01,6.902328671201518606e-02
2.280000000000000071e+01,5.550000000000000711e+00,-8.056660565711958322e-01,4.422830729960514073e-02
2.804999999999999716e+01,1.800000000000000000e+01,-7.780227357727058646e-01,1.351205708169557207e-01
4.395000000000000284e+01,1.714999999999999858e+01,-6.648259857164092734e-01,1.076181422610716920e-01
4.372499999999999432e+01,7.925000000000000711e+00,-6.597240160708834900e-01,4.852929581322334984e-02
4.497499999999999432e+01,9.175000000000000711e+00,-6.525614072401763055e-01,5.550666452589780864e-02
5.312500000000000000e+01,3.377499999999999858e+01,-6.424822212630070251e-01,1.897146964975621741e-01
6.592499999999999716e+01,1.112500000000000000e+01,-5.448849693055267673e-01,3.920823569803488784e-02
1.794999999999999929e+01,2.250000000000000000e+00,-8.441516919997039681e-01,1.873102332710674389e-02
4.170000000000000284e+01,2.175000000000000355e+01,-6.870141826015100373e-01,1.403724039973713866e-01
