-1.139049121357337047e+00,-2.100000000000000000e+01
-9.935579237549454490e-01,-2.100000000000000000e+01
-8.362607735607829884e-01,-2.080000000000000071e+01
-4.611105932232179572e-01,-1.660000000000000142e+01
-4.638990882408426941e-01,-1.559999999999999964e+01
-4.863613103963174700e-01,-1.400000000000000000e+01
-3.565631958495110720e-01,-1.340000000000000036e+01
-3.525154950963642064e-01,-1.240000000000000036e+01
-2.755257818035707906e-01,-1.319999999999999929e+01
-1.357204921309448920e-01,-1.140000000000000036e+01
-5.630562341768839685e-02,-9.599999999999999645e+00
-1.421906690894816638e-01,-1.040000000000000036e+01
-2.274525225173674448e-01,-1.200000000000000000e+01
8.835910623249534912e-02,-6.599999999999999645e+00
-5.348093346027286976e-02,-1.140000000000000036e+01
-9.443471542665481111e-02,-8.599999999999999645e+00
-2.611374936489341270e-01,-7.400000000000000355e+00
4.027593815086984164e-02,-9.599999999999999645e+00
-1.891553042465572432e-01,-1.300000000000000000e+01
-1.504814298454029697e-01,-1.080000000000000071e+01
