3.830719221383333678e-02,3.372938556130975624e-02,2.500270481687039137e-02,2.885499435709790172e-02,2.208884112696163271e+01,1.212310197729867832e+04
3.777096918784082075e-02,3.053209762088954227e-02,1.659512724727392474e-02,1.365077401977032347e-02,1.806646520277485592e+02,5.951333310229491908e+05
3.669840823858976087e-02,2.759739809669554608e-02,1.008138346136547639e-02,1.346396773122251166e-02,2.973160572674869968e+02,3.681019182231445797e+06
3.686133166775108078e-02,2.618143594823777592e-02,6.237218827009201674e-03,1.937420421512797350e-02,2.895250773670151148e+02,6.400102635166013613e+06
3.638092474080621697e-02,2.456434272695333029e-02,4.593525767559185694e-03,4.357012216467409660e-02,2.689588857479393482e+02,4.311060608706666157e+06
3.558045962825416575e-02,2.284316210541873990e-02,4.426901037804782321e-03,1.079796081222594017e-01,1.757702225875854367e+02,2.037734045262451051e+06
3.565462431870401044e-02,2.203954226803034322e-02,4.902475361013784727e-03,1.899964978825300910e-01,1.916745555686950411e+02,1.511094710902709980e+06
3.520656913518905445e-02,2.089832910336554203e-02,5.455103645799681301e-03,2.701137279439717598e-01,2.064228869032859564e+02,7.588876129022217356e+05
3.451650787144898425e-02,1.950889500789344116e-02,5.846844419138506367e-03,3.543615191243588702e-01,1.538124629366398040e+02,6.766761799255370861e+05
3.463947960175574325e-02,1.884797837585210772e-02,6.334744931664318401e-03,4.468093938566743972e-01,3.533777206039427483e+02,1.084322800870361272e+06
3.406386901624500890e-02,1.791716839652508428e-02,6.957670002011581874e-03,5.033358266577122597e-01,5.314358441162110012e+02,8.971450105908202240e+05
3.328621561173349119e-02,1.681179063394665565e-02,7.393647787394002149e-03,5.677333406731485121e-01,8.748793959784504750e+02,1.458072158188476693e+06
3.348106848075985825e-02,1.617150510894134821e-02,8.043835312128067364e-03,8.397358910366892193e-01,1.379067792572975122e+03,1.659579582453613169e+06
3.318800591863691613e-02,1.535616438137367423e-02,8.792597309220582386e-03,9.531354247406124136e-01,1.813782291994094749e+03,3.263227182160644326e+06
3.227370715700090403e-02,1.440423713764175592e-02,9.389599694404750924e-03,1.301618664152920157e+00,2.683706337575912585e+03,2.525046620727539528e+06
3.242742422968149241e-02,1.377355527132749502e-02,1.034556377679109532e-02,1.476099185310304041e+00,2.901286712055206408e+03,3.521090664189453237e+06
3.231521615758538302e-02,1.299227273790165560e-02,1.151423573726787983e-02,1.698519552275538302e+00,2.659141316947936957e+03,3.499347926225586329e+06
3.139618891756981722e-02,1.214575856225565131e-02,1.263640864286571727e-02,2.278090305700898099e+00,3.560241124343871434e+03,4.707848672043455765e+06
3.160547179169952842e-02,1.168929183389991536e-02,1.423137872479856084e-02,2.024997469484806079e+00,4.315607205286026328e+03,5.977621644107666798e+06
3.123811389319598383e-02,1.103248477913439454e-02,1.628174101701006585e-02,2.797139904797076859e+00,5.201755998067855217e+03,4.692636243495483883e+06
3.056040217168628365e-02,1.024921217467635905e-02,1.832321071298793208e-02,2.833510944843292467e+00,7.635561299343110477e+03,9.325742899992065504e+06
3.091848995536565850e-02,9.809011921752245136e-03,2.107109155971557263e-02,3.152469152659178153e+00,8.043922781581878553e+03,7.807819836478272453e+06
3.057658772915601911e-02,9.310197816230356832e-03,2.458015587646514288e-02,3.988329977467656384e+00,1.082603264440536623e+04,1.433870525776519999e+07
2.981606690678745286e-02,8.659382585901764795e-03,2.782348002074286342e-02,4.224313273727894114e+00,1.080865442340850677e+04,1.050502561068237200e+07
3.009872371796518814e-02,8.273432629648597852e-03,3.222867579432204393e-02,4.446316812932491480e+00,1.356281476646900046e+04,1.858939002854370326e+07
2.982912434265017065e-02,7.887468225089833834e-03,3.746137917041778703e-02,6.295267099738120820e+00,1.584062998775481901e+04,1.428514363566955552e+07
2.924447795841842931e-02,7.345394755247980356e-03,4.212524130474776252e-02,5.822888951003551306e+00,1.566845080760955716e+04,2.278845857641876116e+07
2.940524312201887522e-02,7.051512153120711654e-03,4.829313812777399212e-02,8.547643861174583080e+00,2.248644462818145621e+04,2.015927692040435970e+07
2.920243008993566106e-02,6.750211133621633608e-03,5.573152215220034122e-02,9.086624715328216695e+00,2.324194347249985003e+04,2.629422535497864336e+07
