1.216999999999999815e+01,-8.968306074235676828e-01,1.158500000000000085e+01,-9.001814304057292881e-01,1.781500000000000483e+01,-8.601283722024047895e-01,4.642999999999999972e+01,-6.921485544750849428e-01,1.325999999999999979e+01,-8.867138306342511322e-01,9.370000000000000995e+00,-9.193454241421428197e-01
1.305500000000000149e+01,-8.903436169019665058e-01,1.444499999999999851e+01,-8.799159690363023145e-01,6.241000000000001080e+01,-5.952019204444287670e-01,6.166999999999999460e+01,-6.009291430449835714e-01,2.310000000000000142e+01,-8.183625168123651594e-01,1.560500000000000043e+01,-8.749733120965746958e-01
1.251999999999999957e+01,-8.940517814439251643e-01,1.061999999999999922e+01,-9.083144444418757013e-01,6.979500000000000171e+01,-5.418940521004347310e-01,4.318500000000000227e+01,-7.243513170538464774e-01,5.755499999999999261e+01,-6.396014827554944437e-01,6.691500000000000625e+01,-6.006116059417575537e-01
1.307499999999999929e+01,-8.903775756577557710e-01,1.155000000000000071e+01,-9.001189840505569029e-01,1.101799999999999926e+02,-4.466514269595817099e-01,6.950500000000000966e+01,-5.894624553913401233e-01,7.218999999999999773e+01,-5.554118832310935838e-01,5.883499999999999375e+01,-6.461520358298586952e-01
1.311000000000000298e+01,-8.895473568484471016e-01,1.422499999999999964e+01,-8.772598807780367380e-01,9.516499999999999204e+01,-4.565984678243809047e-01,9.800999999999997669e+01,-4.516046310539734709e-01,8.986499999999999488e+01,-4.772553964444165575e-01,7.360000000000000853e+01,-5.848972231573610348e-01
1.471999999999999886e+01,-8.803261945154975399e-01,2.211500000000000199e+01,-8.146267087556932074e-01,1.194000000000000057e+02,-3.790707940963945477e-01,8.611000000000001364e+01,-5.054075311665535697e-01,8.723999999999999488e+01,-4.607652007565808949e-01,7.171500000000000341e+01,-5.699701456370728225e-01
1.380000000000000249e+01,-8.844168341549458745e-01,3.049499999999999744e+01,-7.541506450729380528e-01,1.336700000000000159e+02,-3.316523423623877198e-01,1.082849999999999966e+02,-4.304829450487538400e-01,8.703000000000000114e+01,-4.518695107734612693e-01,7.815500000000000114e+01,-4.901011842447059452e-01
1.633500000000000085e+01,-8.701866155679347514e-01,3.471500000000000341e+01,-7.233631700438845069e-01,1.511200000000000045e+02,-2.899707001434944642e-01,8.918499999999998806e+01,-4.544315665192595333e-01,9.993999999999999773e+01,-4.259094848982004078e-01,1.109200000000000017e+02,-4.109962356617503643e-01
1.477999999999999758e+01,-8.763546943354775243e-01,4.436499999999999488e+01,-6.759343343655740410e-01,1.291700000000000159e+02,-3.437292898647171246e-01,7.961499999999999488e+01,-5.138895601716795269e-01,8.565000000000000568e+01,-4.585476378720246271e-01,1.147049999999999983e+02,-3.761758787601890419e-01
1.678500000000000369e+01,-8.639241276557869664e-01,4.350999999999999801e+01,-6.717333324771802561e-01,1.468949999999999818e+02,-2.871512400307092427e-01,1.045050000000000239e+02,-4.019657065528131623e-01,1.115250000000000057e+02,-3.710044602156236104e-01,9.487999999999999545e+01,-4.401685736951278516e-01
1.707499999999999929e+01,-8.614381687432650647e-01,4.508499999999999375e+01,-6.583982004446757852e-01,1.421049999999999898e+02,-2.874493478280972791e-01,9.554999999999999716e+01,-4.415829308062360070e-01,8.904999999999999716e+01,-4.533612182030159476e-01,1.187150000000000034e+02,-3.428570053121235417e-01
1.952999999999999758e+01,-8.476019042785617463e-01,5.806000000000000227e+01,-6.039778038170349195e-01,1.653750000000000000e+02,-2.301631342014015813e-01,9.670500000000001251e+01,-4.320527970808911711e-01,1.174849999999999852e+02,-3.464655781356246189e-01,1.152599999999999909e+02,-3.480316441431953178e-01
2.120500000000000185e+01,-8.406709770203152354e-01,6.103499999999998948e+01,-5.909981423436633241e-01,1.634050000000000011e+02,-2.320378802906075677e-01,9.990000000000000568e+01,-4.149527252118292431e-01,1.151249999999999716e+02,-3.479175324692667104e-01,1.196400000000000148e+02,-3.469461173622418459e-01
2.748499999999999588e+01,-8.278767888868643343e-01,6.726000000000000512e+01,-5.587091625036947340e-01,1.554250000000000114e+02,-2.506414456666873347e-01,1.056550000000000011e+02,-3.894755893356479648e-01,9.750500000000000966e+01,-4.076402181517525536e-01,9.078499999999999659e+01,-4.779576143258252863e-01
2.578999999999999915e+01,-8.329576656260467837e-01,6.883500000000000796e+01,-5.534263167512938342e-01,1.679200000000000159e+02,-2.206550259118667812e-01,1.173499999999999943e+02,-3.543642519019170045e-01,9.766999999999998749e+01,-4.324182961027901451e-01,9.638499999999999091e+01,-4.489688566874695530e-01
2.863000000000000256e+01,-8.279841470634632383e-01,7.167999999999999261e+01,-5.455022195185240674e-01,1.676799999999999784e+02,-2.169788836961420997e-01,1.323000000000000114e+02,-3.089637465826104989e-01,1.289050000000000011e+02,-3.167214362597393085e-01,9.109499999999999886e+01,-4.805648504786508290e-01
2.121499999999999986e+01,-8.474335506694152809e-01,6.934999999999999432e+01,-5.411824629601618142e-01,1.639050000000000296e+02,-2.202358348340653083e-01,1.339950000000000045e+02,-2.979241181127577631e-01,1.259749999999999943e+02,-3.114350867669540834e-01,1.197249999999999943e+02,-3.421894432402525221e-01
1.680499999999999972e+01,-8.612569139183410272e-01,7.759000000000000341e+01,-5.089398513805355462e-01,1.725600000000000023e+02,-2.029476034770728021e-01,1.422800000000000011e+02,-2.836408138940283985e-01,1.425049999999999670e+02,-2.767273205750185872e-01,1.317049999999999841e+02,-3.140653761818675838e-01
1.628999999999999915e+01,-8.645681064149950412e-01,8.199499999999999034e+01,-4.921970226765596257e-01,1.725550000000000068e+02,-2.035717607237611804e-01,1.461199999999999761e+02,-2.802160924255399088e-01,1.205900000000000034e+02,-3.323641653214435832e-01,1.154899999999999807e+02,-3.665327675514622463e-01
1.613500000000000156e+01,-8.650857918574625938e-01,7.892999999999999261e+01,-4.959425202169757130e-01,1.710949999999999704e+02,-2.048467963378775014e-01,1.483199999999999932e+02,-2.619685467898945630e-01,1.443199999999999932e+02,-2.678467509417398751e-01,1.270549999999999926e+02,-3.349284342800567527e-01
1.494000000000000128e+01,-8.739605000240894261e-01,7.768000000000000682e+01,-4.955526572223350468e-01,1.730650000000000261e+02,-2.009535579333232014e-01,1.495300000000000296e+02,-2.574299649938825429e-01,1.413850000000000193e+02,-2.757346263836434330e-01,1.151300000000000239e+02,-3.605853429648616104e-01
1.391500000000000092e+01,-8.816118574007912878e-01,7.619499999999999318e+01,-4.986038761855078327e-01,1.754150000000000205e+02,-1.974617253525453031e-01,1.605149999999999864e+02,-2.330605529319210167e-01,1.346250000000000284e+02,-3.013148802429896911e-01,1.129100000000000108e+02,-3.822226975815402605e-01
1.451000000000000156e+01,-8.769093938619834105e-01,8.801000000000000512e+01,-4.584710880132384925e-01,1.815699999999999932e+02,-1.904782855767909733e-01,1.607800000000000296e+02,-2.336916632067288779e-01,1.360550000000000068e+02,-3.054449160222080795e-01,1.235350000000000108e+02,-3.307490620018079253e-01
1.608999999999999986e+01,-8.652019141798211743e-01,8.511499999999999488e+01,-4.593730832425265698e-01,1.766200000000000045e+02,-1.955704460166253766e-01,1.288499999999999943e+02,-3.065312918415278864e-01,1.483500000000000227e+02,-2.613352393024769849e-01,1.276250000000000284e+02,-3.264683241884833720e-01
1.565499999999999758e+01,-8.696182488716367454e-01,9.784999999999999432e+01,-4.236331745698198037e-01,1.739350000000000023e+02,-2.011369326371396649e-01,1.590400000000000205e+02,-2.412122738987642623e-01,1.396250000000000284e+02,-2.907626248166558236e-01,1.482299999999999613e+02,-2.583570270815849779e-01
