3.036000000000000298e+01,3.700322823754706292e+01,-7.961495924260493240e-01,1.991477242578076901e-01,1.795500000000000185e+01,2.201787285366140878e+01,-8.615507837560640869e-01,1.409341157404385425e-01,1.071000000000000085e+01,2.245862863133009757e+00,-9.074007033746737116e-01,2.000762602137404200e-02,4.246000000000000085e+01,1.123164725229563032e+01,-6.743867202085028767e-01,7.047757366754088537e-02,2.034999999999999787e+01,3.271955837110274956e+01,-8.631823051192005769e-01,1.665135166388057308e-01,9.509999999999999787e+00,8.064738061462382035e-01,-9.180866028197790518e-01,7.349339831454627242e-03
3.027000000000000313e+01,3.541167321661036738e+01,-7.918212037222411848e-01,1.897617400062873716e-01,1.353000000000000114e+01,8.255761624465666415e+00,-8.853573959218030698e-01,6.738992268604306057e-02,4.820499999999999829e+01,1.387476936745256317e+01,-6.426867055152961639e-01,7.406891541224051856e-02,5.326999999999999602e+01,3.206098251769586938e+01,-6.389164593893787991e-01,1.768692154658588755e-01,3.960500000000000398e+01,3.875426073349871103e+01,-7.350502146764694711e-01,2.150946605586535332e-01,2.101999999999999957e+01,2.946460758265753199e+01,-8.501206270974138723e-01,1.624656378367989873e-01
2.594999999999999929e+01,2.283267395641605191e+01,-8.056062090847279089e-01,1.461510571974723727e-01,1.125499999999999901e+01,4.962380980940499953e+00,-9.036509130763850095e-01,4.082265209127642486e-02,4.945999999999999375e+01,9.248778297699645989e+00,-6.275835131274382084e-01,5.509512978245251213e-02,3.059499999999999886e+01,2.961381814288728265e+01,-7.792424387741634373e-01,1.785686497389998850e-01,3.198500000000000298e+01,3.281551500433903357e+01,-7.781693638313994521e-01,1.985464654303064624e-01,5.330500000000000682e+01,3.482497989949168726e+01,-6.456819005244007759e-01,1.928996674440804082e-01
2.252499999999999858e+01,1.620139268705008817e+01,-8.178310000808733937e-01,1.247988632442229850e-01,1.046500000000000163e+01,2.352344575099489798e+00,-9.096396247726051820e-01,2.066740770094207744e-02,4.980999999999999517e+01,1.222548158560635301e+01,-6.298733065374414464e-01,5.791748612810759117e-02,2.060000000000000142e+01,2.372569282444666428e+01,-8.417650507232409263e-01,1.468857432778235550e-01,3.824500000000000455e+01,4.182451703247749464e+01,-7.499130710477464046e-01,2.205232196504549325e-01,4.195499999999999829e+01,2.507683642328114715e+01,-6.916600904329390787e-01,1.453209920980812753e-01
2.320500000000000185e+01,1.789758992155089246e+01,-8.159010084392417372e-01,1.314045760105448379e-01,1.306999999999999851e+01,6.332740323114472325e+00,-8.881294953746928789e-01,5.279003316924407718e-02,5.505500000000000682e+01,1.707634987343606880e+01,-6.061754564178776228e-01,7.628599954442122355e-02,4.740500000000000114e+01,3.548815612285315524e+01,-6.746330475750275113e-01,2.129443290080150208e-01,6.290500000000000824e+01,2.758587002434398627e+01,-5.763359967341182832e-01,1.466026935811499954e-01,6.278000000000000824e+01,3.428440024267596442e+01,-5.875546263940993885e-01,1.915389536323923725e-01
2.015500000000000114e+01,1.502761541296555947e+01,-8.349002031699072068e-01,1.142153831531310809e-01,1.415499999999999758e+01,6.731918374430872376e+00,-8.794869161511786881e-01,5.484460397789443775e-02,6.718000000000000682e+01,2.486162906971302888e+01,-5.516419691460547892e-01,9.650372776912019557e-02,5.486999999999999034e+01,6.110525018359714267e+01,-6.836116812100734297e-01,2.834915207040914487e-01,4.269000000000000483e+01,3.517848632331981662e+01,-7.016245659034374693e-01,1.957023174663559961e-01,5.868499999999998806e+01,3.521783674503588912e+01,-6.161160914107710607e-01,1.882291570826427063e-01
1.912500000000000000e+01,1.349935646614311757e+01,-8.424809459408280077e-01,1.033984166013603989e-01,1.832499999999999929e+01,9.833520478445143098e+00,-8.459178470662394034e-01,7.764365803739298189e-02,8.107000000000000739e+01,3.559469904353736780e+01,-4.987191618640359758e-01,1.272403280395727199e-01,5.202499999999999858e+01,3.403256712327179656e+01,-6.411184018569010545e-01,1.886228891910403105e-01,4.252499999999999858e+01,3.821345476399640972e+01,-7.060489029511725079e-01,2.163399743664644326e-01,4.679000000000000625e+01,4.467889210801897093e+01,-6.984136262297805375e-01,2.319856934995292164e-01
1.771499999999999986e+01,1.215878386188355620e+01,-8.525983777116004081e-01,9.337976753915210038e-02,2.130500000000000327e+01,1.058072421906931559e+01,-8.220625655023934275e-01,8.381363291490823153e-02,9.866500000000000625e+01,3.609342772583396908e+01,-4.352385245079286591e-01,1.207167779477811703e-01,5.890499999999999403e+01,3.207294381562128649e+01,-5.967979120641991875e-01,1.649945607861142416e-01,7.053999999999999204e+01,3.899947948370593309e+01,-5.420395004205477152e-01,2.092250598998672828e-01,4.365500000000000114e+01,4.051335859935583983e+01,-7.077358937012763196e-01,2.173246149321023946e-01
1.599500000000000099e+01,9.513975246972213640e+00,-8.646064297210858118e-01,7.671144492039297380e-02,2.958500000000000085e+01,1.341482482181560165e+01,-7.641213728957214624e-01,9.569274063345187264e-02,1.163049999999999926e+02,2.393499999999999872e+01,-3.618846020059112711e-01,7.901552517402268827e-02,4.919000000000001194e+01,3.912427507315631203e+01,-6.650941155361074220e-01,2.186134681557303783e-01,7.750499999999999545e+01,4.263349885946496443e+01,-5.192044651889468065e-01,2.190756042009099902e-01,4.281000000000000227e+01,3.401755282203586006e+01,-6.968600997746461356e-01,1.878288854858878587e-01
1.446999999999999886e+01,6.987889524026549282e+00,-8.758167250101284163e-01,5.863195608708571954e-02,3.856500000000000483e+01,1.874844060182072880e+01,-7.067910290059008505e-01,1.140762009044184455e-01,1.186250000000000000e+02,2.639974668439074179e+01,-3.491416676880940706e-01,7.433478279146481238e-02,8.006000000000000227e+01,3.950122656323471659e+01,-4.937941214656317857e-01,1.649387313605374938e-01,7.772999999999998977e+01,5.311064017689864158e+01,-5.364299588530814233e-01,2.526633494057538010e-01,7.231500000000001194e+01,5.995903205522918711e+01,-5.879879625135507881e-01,2.969233309684583544e-01
1.355500000000000149e+01,5.518670582667532187e+00,-8.832062785998526788e-01,4.742722720611632775e-02,3.983999999999999631e+01,1.867001339046118602e+01,-6.925730261119200648e-01,1.126231671223686809e-01,1.218700000000000045e+02,2.632969046532829793e+01,-3.385701984107986617e-01,7.975084805651712350e-02,9.772499999999998010e+01,4.787006501980125961e+01,-4.316115974585938986e-01,1.888765135867699341e-01,9.825500000000000966e+01,5.104075063123582368e+01,-4.417550042166427104e-01,2.222555507814860110e-01,8.545499999999999829e+01,4.422567947471242888e+01,-4.842440156469733914e-01,1.979764159606189344e-01
