3.101300702430307907e-02,3.400522517971694275e-02,3.058282152283936517e-02,2.859467434696853078e-02,5.038133962079882622e-02,4.342553561367094583e-01
3.140056250616908573e-02,3.411739923991263107e-02,2.938167665153742017e-02,2.191912261303514617e-02,6.737405886873601424e-02,8.731007539480926116e-01
3.106679976917803288e-02,3.336937295738607451e-02,2.800046248361468676e-02,1.557990097440779299e-02,4.667963028419762350e-02,6.409446749091147755e-01
3.099532391875982687e-02,3.303306389134376408e-02,2.681026035454124254e-02,1.124148906674236024e-02,2.748604951950255754e-02,3.703810847364366055e-01
3.143063855357468295e-02,3.311119244899600467e-02,2.618213091511279594e-02,8.422043147729709259e-03,1.855472342867869884e-02,3.002597247064112684e-01
3.086293164175004169e-02,3.279994430020451157e-02,2.480485336855053902e-02,6.232578167691826473e-03,1.480252710869535762e-02,2.247210651449859375e-01
3.081991059705615002e-02,3.233064415398985425e-02,2.391732104588300059e-02,4.720891258330084383e-03,1.315508329775184546e-02,1.818125604419037755e-01
3.118998804595321528e-02,3.265658774413168070e-02,2.337125474121421603e-02,3.747112101991660702e-03,1.226178020180668585e-02,1.609711615508421789e-01
3.092717728111892689e-02,3.199144789949059930e-02,2.221972015220671781e-02,2.985075858305207951e-03,1.134629570704419332e-02,1.370395085937343715e-01
3.081865437328816168e-02,3.158917502034455649e-02,2.138949594926089354e-02,2.464353064715396526e-03,1.099603598064277307e-02,1.467900648643262751e-01
3.120756324846297308e-02,3.193185784853995457e-02,2.091259363107383223e-02,2.143483789695892292e-03,1.084889979101717403e-02,2.108876351302023389e-01
3.088823955971747165e-02,3.131735848262905825e-02,1.999084340408444765e-02,1.864925767877138960e-03,1.059763025376014335e-02,2.643591360701248449e-01
3.076860062777995661e-02,3.108781049028038618e-02,1.914372616913169803e-02,1.689215031510684457e-03,1.068382735655177412e-02,3.250704946811311391e-01
3.117876320146024255e-02,3.132064984645693828e-02,1.877215015469119175e-02,1.585215666564181950e-03,1.130309976462740354e-02,3.008323672553524508e-01
3.065951800439506436e-02,3.081855042371899403e-02,1.787141938693821014e-02,1.473159430897794369e-03,1.168404939235188032e-02,3.587339707533828692e-01
