4.267499999999999716e+01,4.896750070199622229e+01,-7.277156794001401474e-01,2.494272257102365109e-01,3.414999999999999147e+01,4.158826757632493099e+01,-7.713343366902301046e-01,2.205601123651219353e-01,3.958999999999999631e+01,5.635814404325252269e+01,-7.668659848197959539e-01,2.673868905953972752e-01,1.007000000000000206e+01,2.015465206844316182e+00,-9.132886187694542190e-01,1.740223160626068813e-02,3.143500000000000227e+01,3.520285535293976409e+01,-7.828014379605214845e-01,1.862773980147808539e-01,1.082500000000000107e+01,4.310176910522351079e+00,-9.069105529339924754e-01,3.679737950723308004e-02
4.506499999999999773e+01,5.220818925226194551e+01,-7.196278183307460719e-01,2.573711305048611009e-01,3.504500000000000171e+01,4.641557093260838940e+01,-7.720066568621508640e-01,2.306521342884939596e-01,9.995000000000000995e+00,1.564520693375450522e+00,-9.138680714183834430e-01,1.357727549967444394e-02,9.365000000000000213e+00,3.049999999999999933e-01,-9.193952803176020927e-01,2.819300630747677890e-03,3.426999999999999602e+01,4.066622185549082502e+01,-7.706474211434551913e-01,2.340759840706675143e-01,3.723499999999999943e+01,4.077913712917427347e+01,-7.470070772478989429e-01,2.342485747921452532e-01
4.314499999999999602e+01,4.784412947269496641e+01,-7.231518501534839327e-01,2.476663876866815051e-01,3.176000000000000156e+01,4.491633778481946848e+01,-7.906706396899444433e-01,2.175926510338878905e-01,9.345000000000002416e+00,1.456880228433346802e-01,-9.195719439836445019e-01,1.348284637277534503e-03,9.394999999999999574e+00,1.955121479601714674e-01,-9.191161220855775804e-01,1.809413332811013507e-03,1.978500000000000014e+01,2.219185717780285216e+01,-8.474843355243570908e-01,1.463855516393487433e-01,1.525999999999999979e+01,1.349910737789725346e+01,-8.743713171343105994e-01,1.009370696984610988e-01
4.442000000000000171e+01,5.222564121195641462e+01,-7.244550584797704307e-01,2.553399095780420347e-01,3.001000000000000156e+01,4.109329507352750710e+01,-7.969655788950849029e-01,2.091848445029557413e-01,9.349999999999999645e+00,1.612451549659707772e-01,-9.195262588006167803e-01,1.490216369765361279e-03,9.324999999999999289e+00,1.470544116985274263e-01,-9.197620573526570364e-01,1.358482926911248109e-03,3.053999999999999915e+01,3.237954446869196090e+01,-7.831380117698487631e-01,2.081980204374323795e-01,1.744500000000000028e+01,1.481233354336851171e+01,-8.567387498014337188e-01,1.132312392352790575e-01
4.470000000000000284e+01,5.142329724939853719e+01,-7.206437136704872959e-01,2.555280772591669303e-01,2.855499999999999972e+01,3.901780010456766234e+01,-8.044103979679123606e-01,2.017130603186145232e-01,9.289999999999999147e+00,1.113552872566003077e-01,-9.200854980093609026e-01,1.030833982437459389e-03,9.295000000000001705e+00,1.523975065412816465e-01,-9.200407262969776401e-01,1.409060237540321137e-03,3.584499999999999886e+01,3.163923553121977505e+01,-7.418418694246022849e-01,2.005080137034615517e-01,2.324500000000000099e+01,2.368623492664040597e+01,-8.252789818737997773e-01,1.601957342257042394e-01
4.152500000000000568e+01,4.751113685232126471e+01,-7.324115079938733341e-01,2.458884643352133026e-01,2.636999999999999744e+01,3.305259596461372951e+01,-8.109626021444095167e-01,1.876093902378663802e-01,9.165000000000000924e+00,1.643928222277359352e-01,-9.212426571387876129e-01,1.520095473432154544e-03,9.820000000000000284e+00,1.020832993197221983e+00,-9.154830877367980957e-01,8.773371910849358038e-03,2.496499999999999631e+01,2.486312580911740966e+01,-8.109410133184107305e-01,1.703783863601627258e-01,1.757999999999999829e+01,2.013130894899782319e+01,-8.629106801881194500e-01,1.312361857787089359e-01
4.162499999999999289e+01,4.763589114312862449e+01,-7.331266663473083867e-01,2.444978923193601161e-01,2.433500000000000085e+01,3.101679424118488626e+01,-8.230264216755063256e-01,1.788629094412687304e-01,9.400000000000000355e+00,1.466287829861517011e-01,-9.190658091980973277e-01,1.357319039170294022e-03,9.860000000000001208e+00,1.345139397980744445e+00,-9.151495000080741571e-01,1.144836637965813628e-02,2.175000000000000000e+01,1.916542459743586946e+01,-8.334724500174844897e-01,1.291665879315327392e-01,2.083999999999999986e+01,2.251503719739321241e+01,-8.427877559324794543e-01,1.489476200997788824e-01
4.354500000000000171e+01,5.091741082380367089e+01,-7.262726906404749494e-01,2.529550449252983557e-01,2.184000000000000341e+01,2.728120965060017156e+01,-8.379516285520223207e-01,1.664696645915770545e-01,9.375000000000000000e+00,1.631716887208071731e-01,-9.193002096521156741e-01,1.512126634197964465e-03,1.082000000000000206e+01,4.682798308703889134e+00,-9.074736733799237953e-01,3.869345800314971662e-02,2.448999999999999844e+01,2.753334160613273696e+01,-8.206504714671657430e-01,1.751814582067427739e-01,1.784499999999999886e+01,1.552268420731414444e+01,-8.563929502041996988e-01,1.137027103152550983e-01
3.983499999999999375e+01,4.527044869448501174e+01,-7.391133856550946568e-01,2.371589665256282620e-01,2.122500000000000142e+01,2.684678984534277291e+01,-8.419069685106407297e-01,1.661331149224872239e-01,9.384999999999999787e+00,1.096585609973063091e-01,-9.192065464053044144e-01,1.011624797825066025e-03,1.324499999999999922e+01,6.536530042767340731e+00,-8.877951611118876096e-01,5.298530129530718696e-02,2.075999999999999801e+01,1.854935039293829036e+01,-8.377018545614027811e-01,1.291756427409989361e-01,1.218499999999999872e+01,5.132448246207650833e+00,-8.956824441483590693e-01,4.308631415043025908e-02
4.251999999999999602e+01,4.774742506146274224e+01,-7.280627952085627630e-01,2.454743583742320101e-01,2.071999999999999886e+01,2.575003106794242314e+01,-8.446431132091978267e-01,1.609611555992282728e-01,9.259999999999998010e+00,1.374772708486750317e-01,-9.203655650051002501e-01,1.272430824959729177e-03,1.771000000000000085e+01,2.009089097078573971e+01,-8.620190531065196060e-01,1.302386461399878126e-01,1.456999999999999851e+01,1.157333573348669553e+01,-8.795025888646270662e-01,8.717600951618077743e-02,1.786999999999999744e+01,1.086890518865630817e+01,-8.513030365600821048e-01,8.698732174128100125e-02
