1.265499999999999936e+01,9.469225153094626535e+00,-8.938304386079123365e-01,7.299122954869780022e-02
5.998999999999999488e+01,8.452137836074373922e+01,-6.826247451215344819e-01,2.766319677879094940e-01
4.898999999999999488e+01,4.979544557487160716e+01,-7.104851868162942452e-01,2.377633675741712138e-01
5.947999999999999687e+01,6.427870642755655695e+01,-6.835688452212321797e-01,2.261264837945680672e-01
7.311999999999999034e+01,6.403722823483226989e+01,-5.895262877279737745e-01,2.437338778861812272e-01
9.322499999999999432e+01,8.684744455077536429e+01,-5.355741488629213176e-01,2.973504663227873879e-01
1.406750000000000114e+02,9.614606921242281601e+01,-3.990442059945329412e-01,3.169629632264995833e-01
2.196099999999999852e+02,9.004896390297891173e+01,-2.028327109566484265e-01,2.572691152153385175e-01
1.689000000000000341e+02,9.339177961683779472e+01,-2.804715193683190444e-01,2.512794019073088525e-01
1.942700000000000102e+02,9.161875408452135616e+01,-2.299851713743342463e-01,2.530039982893964590e-01
2.117400000000000091e+02,9.094913633454690682e+01,-2.003493325370731826e-01,2.519513245516342148e-01
2.244550000000000125e+02,8.103010999005246617e+01,-1.746885161855115109e-01,2.515208708273588001e-01
2.121299999999999670e+02,8.757664700135532598e+01,-1.990570342959559758e-01,2.530554449088365243e-01
1.934950000000000330e+02,7.660448567153231636e+01,-2.135741511587820329e-01,2.423450149316818125e-01
2.126850000000000023e+02,8.249078145465709611e+01,-1.902969234268259424e-01,2.478097761188943204e-01
1.970849999999999795e+02,8.492834347260047423e+01,-2.124962510947613903e-01,2.433920631108575372e-01
1.946850000000000307e+02,8.258329143961265117e+01,-2.151126395924375934e-01,2.431875873594496196e-01
2.016699999999999875e+02,8.710364573311500180e+01,-2.095558352604527941e-01,2.466669950014408197e-01
1.804699999999999704e+02,8.125296363825752621e+01,-2.368427393110287826e-01,2.396991609168147019e-01
1.784050000000000296e+02,7.648388212558252519e+01,-2.316805551409890640e-01,2.200097211215443493e-01
1.819900000000000091e+02,7.652276720035679602e+01,-2.292901256558164125e-01,2.383339208130315634e-01
1.795999999999999943e+02,7.725523930452872889e+01,-2.359810152651156956e-01,2.389407332061557199e-01
2.058449999999999704e+02,8.504354899109043231e+01,-1.908371397803901026e-01,1.943746955622438488e-01
2.132449999999999761e+02,8.271544127307790006e+01,-1.820993608431621391e-01,1.567076551451477839e-01
1.735300000000000296e+02,5.880552780138955171e+01,-2.166957241760324726e-01,1.278364803914792958e-01
1.882450000000000045e+02,7.589367381409336133e+01,-1.960700645870729342e-01,1.132143833409185452e-01
1.971350000000000193e+02,8.491238145877196075e+01,-1.964998266304895935e-01,1.424035073424147757e-01
1.909399999999999977e+02,7.111675189433218236e+01,-1.968899672997692085e-01,1.559005258575638098e-01
1.869449999999999932e+02,6.052110561614022544e+01,-1.798584445917116859e-01,7.690743758580663447e-02
1.808050000000000068e+02,6.942755738897919571e+01,-1.994085344683957650e-01,9.426009685796030158e-02
1.730250000000000057e+02,5.752534767387330561e+01,-2.114602257717433653e-01,8.928695501674828450e-02
2.023650000000000091e+02,5.937592125601084092e+01,-1.590891879588218205e-01,7.596595822166625489e-02
1.957950000000000159e+02,5.912858636057520556e+01,-1.691858938832696002e-01,8.041671265291253090e-02
1.891649999999999920e+02,6.800357729560997200e+01,-1.875908369732946501e-01,1.000519603095432059e-01
1.865450000000000159e+02,7.987877205490831045e+01,-2.080160955756081287e-01,1.263760987215984954e-01
1.852549999999999955e+02,5.601106341607878392e+01,-1.878666357438809886e-01,8.622889703094625824e-02
1.887449999999999761e+02,7.594161721348841354e+01,-1.943363991848368610e-01,1.065433071172929846e-01
1.965999999999999943e+02,8.177680905978174053e+01,-1.950687631861979243e-01,1.496676215606700666e-01
1.812099999999999795e+02,7.980698215068655088e+01,-2.168329504469054814e-01,1.374851944921310631e-01
1.687500000000000000e+02,5.491089145151442352e+01,-2.169869963483334330e-01,9.163427028891615866e-02
1.902900000000000205e+02,5.972949355218072753e+01,-1.789248330602768444e-01,7.964439595311580133e-02
1.809250000000000114e+02,6.360723720615445131e+01,-1.967257770201167877e-01,9.166838109780582611e-02
1.909849999999999852e+02,6.447905880981825533e+01,-1.886090523468220981e-01,1.118462816196338222e-01
1.901800000000000068e+02,6.263632013456728487e+01,-1.832332025302468859e-01,9.658404926517806521e-02
2.223600000000000421e+02,8.194306499027237578e+01,-1.527045098473342188e-01,1.155595041555342595e-01
1.795250000000000057e+02,6.834502633696178009e+01,-2.060191718659974414e-01,9.750154861167241449e-02
1.925600000000000023e+02,6.524359662066461851e+01,-1.770759981413668194e-01,8.935486139315318432e-02
1.663049999999999784e+02,6.247643335690666788e+01,-2.277316555084434313e-01,9.702976739729399225e-02
1.654000000000000057e+02,5.646263808927103156e+01,-2.210582569860092550e-01,9.857393150608340093e-02
1.794350000000000023e+02,5.877262564323632432e+01,-2.056325213368171423e-01,9.421820202927297383e-02
1.693149999999999977e+02,4.996547833254476245e+01,-2.111157580619425767e-01,9.569644036664551323e-02
2.240199999999999818e+02,6.871983410922933899e+01,-1.364405312587753105e-01,8.646579098412678077e-02
1.643949999999999818e+02,4.722770611621953663e+01,-2.237529085167797582e-01,9.478592778582312084e-02
1.942750000000000341e+02,7.064770431514388349e+01,-1.814499316354664660e-01,1.064489031194983809e-01
1.805699999999999932e+02,7.422053017865070501e+01,-2.088205118363114232e-01,1.156916854531957611e-01
1.828400000000000034e+02,7.981168398173289802e+01,-2.081177430376767723e-01,1.175980047507038107e-01
2.344549999999999841e+02,7.033675941497446615e+01,-1.249986297710000416e-01,8.576482258211173826e-02
