4.883085442466397197e+00,2.100000000000000000e+01
4.814252722479004376e+00,3.700000000000000000e+01
5.763785694743210897e+00,4.779999999999999716e+01
6.356526190941247378e+00,6.520000000000000284e+01
7.017948146343549354e+00,7.559999999999999432e+01
6.427803760247296161e+00,7.479999999999999716e+01
6.461975874727857949e+00,7.179999999999999716e+01
7.053579998922037575e+00,7.359999999999999432e+01
7.029453367462442870e+00,6.239999999999999858e+01
6.962934513411417115e+00,6.859999999999999432e+01
7.780086754339151867e+00,7.740000000000000568e+01
7.966330164376548950e+00,8.459999999999999432e+01
7.404472902508902443e+00,7.379999999999999716e+01
8.395648272321270866e+00,9.920000000000000284e+01
8.077631628163981503e+00,8.300000000000000000e+01
7.383130685461125609e+00,8.940000000000000568e+01
7.522305082047613389e+00,8.959999999999999432e+01
8.679340527133039274e+00,1.050000000000000000e+02
8.630493042735897902e+00,8.840000000000000568e+01
8.211412149544292660e+00,9.600000000000000000e+01
